id,name,district_id:id,tier_id:id,region_id:id,state_id:id,zip
pattoki_station_id,PATTOKI,update_contact_kkn.district_kasur,tier_3,,,55300
atheel_pur_station_id,ATHEEL PUR,update_contact_kkn.district_kasur,tier_3,,,
bhai_pheru_station_id,BHAI PHERU,update_contact_kkn.district_kasur,tier_3,,,
bhoe_asal_station_id,BHOE ASAL,update_contact_kkn.district_kasur,tier_3,,,
chunian_station_id,CHUNIAN,update_contact_kkn.district_kasur,tier_3,,,
elahabad_station_id,ELAHABAD,update_contact_kkn.district_kasur,tier_3,,,
kasur_station_id,KASUR,update_contact_kkn.district_kasur,tier_2,,,
khurian_khas_station_id,KHURIAN KHAS,update_contact_kkn.district_kasur,tier_3,,,
kot_radha_kishan_station_id,KOT RADHA KISHAN,update_contact_kkn.district_kasur,tier_3,,,
mustafabad_station_id,MUSTAFABAD,update_contact_kkn.district_kasur,tier_3,,,
usman_wala_station_id,USMAN WALA,update_contact_kkn.district_kasur,tier_3,,,
ahdian_station_id,AHDIAN,update_contact_kkn.district_sheikhupura,tier_3,,,
ajnia_wala_station_id,AJNIA WALA,update_contact_kkn.district_sheikhupura,,,,
akhtar_abad_station_id,AKHTAR ABAD,update_contact_kkn.district_okara,,,,
arif_wala_station_id,ARIF WALA,update_contact_kkn.district_pakpattan,tier_3,,,
babakwal_station_id,BABAKWAL,update_contact_kkn.district_sheikhupura,,,,
bakhshu_station_id,BAKHSHU,update_contact_kkn.district_okara,,,,
bama_bala_station_id,BAMA BALA,update_contact_kkn.district_okara,,,,
basir_pur_station_id,BASIR PUR,update_contact_kkn.district_okara,,,,
bhar_pura_station_id,BHAR PURA,update_contact_kkn.district_okara,,,,
bhikhy_station_id,BHIKHY,update_contact_kkn.district_sheikhupura,,,,
bhuman_shah_station_id,BHUMAN SHAH,update_contact_kkn.district_okara,,,,
bhutta_mohabbat_station_id,BHUTTA MOHABBAT,update_contact_kkn.district_okara,,,,
bonga_hayat_station_id,BONGA HAYAT,update_contact_kkn.district_pakpattan,,,,
bonga_saleh_station_id,BONGA SALEH,update_contact_kkn.district_okara,,,,
bucheki_station_id,BUCHEKI,update_contact_kkn.district_nankana_sahib,tier_3,,,
burj_atari_station_id,BURJ ATARI,update_contact_kkn.district_sheikhupura,,,,
chak_100_-_a/6-r_station_id,CHAK 100 - A/6-R,update_contact_kkn.district_sahiwal,,,,
chak_108/7-r_station_id,CHAK 108/7-R,update_contact_kkn.district_sahiwal,,,,
chak_110/9-l_station_id,CHAK 110/9-L,update_contact_kkn.district_sahiwal,,,,
chak_115/12-l_station_id,CHAK 115/12-L,update_contact_kkn.district_sahiwal,,,,
chak_120/7_er_station_id,CHAK 120/7 ER,update_contact_kkn.district_sahiwal,,,,
chak_121_eb_station_id,CHAK 121 EB,update_contact_kkn.district_pakpattan,,,,
chak_138/9-l_station_id,CHAK 138/9-L,update_contact_kkn.district_sahiwal,,,,
chak_14/1_-l_station_id,CHAK 14/1 -L,update_contact_kkn.district_okara,,,,
chak_140/9-l_(149/9-l)_station_id,CHAK 140/9-L (149/9-L),update_contact_kkn.district_sahiwal,,,,
chak_145/9-l_station_id,CHAK 145/9-L,update_contact_kkn.district_sahiwal,,,,
chak_149/eb_station_id,CHAK 149/EB,update_contact_kkn.district_pakpattan,,,,
chak_15_-sp_station_id,CHAK 15 -SP,update_contact_kkn.district_pakpattan,,,,
chak_166/9-l_station_id,CHAK 166/9-L,update_contact_kkn.district_sahiwal,,,,
chak_168/9-l_station_id,CHAK 168/9-L,update_contact_kkn.district_sahiwal,,,,
chak_174a/9l_station_id,CHAK 174A/9L,update_contact_kkn.district_sahiwal,,,,
chak_176/9-l_station_id,CHAK 176/9-L,update_contact_kkn.district_sahiwal,,,,
chak_22/sp_station_id,CHAK 22/SP,update_contact_kkn.district_pakpattan,,,,
chak_24-gd_station_id,CHAK 24-GD,update_contact_kkn.district_okara,,,,
chak_26/2-r_station_id,CHAK 26/2-R,update_contact_kkn.district_okara,,,,
chak_32/1-al_station_id,CHAK 32/1-AL,update_contact_kkn.district_okara,,,,
chak_34_/4-l_station_id,CHAK 34 /4-L,update_contact_kkn.district_okara,,,,
chak_34/12-l_station_id,CHAK 34/12-L,update_contact_kkn.district_sahiwal,,,,
chak_35/2-l_station_id,CHAK 35/2-L,update_contact_kkn.district_okara,,,,
chak_353_eb_station_id,CHAK 353 EB,update_contact_kkn.district_pakpattan,,,,
chak_37/12-l_station_id,CHAK 37/12-L,update_contact_kkn.district_sahiwal,,,,
chak_40/3-r_station_id,CHAK 40/3-R,update_contact_kkn.district_okara,,,,
chak_40/d_station_id,CHAK 40/D,update_contact_kkn.district_okara,,,,
chak_42/gd_station_id,CHAK 42/GD,update_contact_kkn.district_okara,,,,
chak_43/d_station_id,CHAK 43/D,update_contact_kkn.district_okara,,,,
chak_45/12-l_station_id,CHAK 45/12-L,update_contact_kkn.district_okara,,,,
chak_47/2-l_station_id,CHAK 47/2-L,update_contact_kkn.district_okara,,,,
chak_51-eb_station_id,CHAK 51-EB,update_contact_kkn.district_pakpattan,,,,
chak_57/4-r_station_id,CHAK 57/4-R,update_contact_kkn.district_sahiwal,,,,
chak_57/gd_station_id,CHAK 57/GD,update_contact_kkn.district_sahiwal,,,,
chak_5-gb_/_sahib_wala_station_id,CHAK 5-GB / SAHIB WALA,update_contact_kkn.district_sheikhupura,,,,
chak_6_/_11-l_station_id,CHAK 6 / 11-L,update_contact_kkn.district_sahiwal,,,,
chak_6/4-l_station_id,CHAK 6/4-L,update_contact_kkn.district_okara,,,,
chak_60/5-l_(burj_wala)_station_id,CHAK 60/5-L (BURJ WALA),update_contact_kkn.district_sahiwal,,,,
chak_62/12-l_station_id,CHAK 62/12-L,update_contact_kkn.district_sahiwal,,,,
chak_65/12-l_station_id,CHAK 65/12-L,update_contact_kkn.district_sahiwal,,,,
chak_67/_eb_station_id,CHAK 67/ EB,update_contact_kkn.district_pakpattan,,,,
chak_67/5-l_(khemkot)_station_id,CHAK 67/5-L (KHEMKOT),update_contact_kkn.district_sahiwal,,,,
chak_7/1-l_station_id,CHAK 7/1-L,update_contact_kkn.district_okara,,,,
chak_71/4-r_station_id,CHAK 71/4-R,update_contact_kkn.district_sahiwal,,,,
chak_77/5-l_station_id,CHAK 77/5-L,update_contact_kkn.district_sahiwal,,,,
chak_8/11-l_station_id,CHAK 8/11-L,update_contact_kkn.district_sahiwal,,,,
chak_8/1-ra_station_id,CHAK 8/1-RA,update_contact_kkn.district_okara,,,,
chak_82/12-l_station_id,CHAK 82/12-L,update_contact_kkn.district_sahiwal,,,,
chak_90_more_station_id,CHAK 90 MORE,update_contact_kkn.district_sahiwal,,,,
chak_93/9-l_station_id,CHAK 93/9-L,update_contact_kkn.district_sahiwal,,,,
chak_94/12-l_station_id,CHAK 94/12-L,update_contact_kkn.district_sahiwal,,,,
chak_99/12l_station_id,CHAK 99/12L,update_contact_kkn.district_sahiwal,,,,
chak_char_rasala_station_id,CHAK CHAR RASALA,update_contact_kkn.district_sheikhupura,,,,
chak_dal_varyam_station_id,CHAK DAL VARYAM,update_contact_kkn.district_pakpattan,,,,
chak_haidarabad_station_id,CHAK HAIDARABAD,update_contact_kkn.district_sheikhupura,,,,
chak_jeven_shah_station_id,CHAK JEVEN SHAH,update_contact_kkn.district_pakpattan,,,,
chak_pir_sadar_din_station_id,CHAK PIR SADAR DIN,update_contact_kkn.district_pakpattan,,,,
chak_shafi_station_id,CHAK SHAFI,update_contact_kkn.district_pakpattan,,,,
chand_pur_station_id,CHAND PUR,update_contact_kkn.district_sheikhupura,,,,
chicha_watni_station_id,CHICHA WATNI,update_contact_kkn.district_sahiwal,tier_3,,,
chicho_ki_malian_station_id,CHICHO KI MALIAN,update_contact_kkn.district_sheikhupura,,,,
churasta_mian_khan_station_id,CHURASTA MIAN KHAN,update_contact_kkn.district_okara,,,,
dala_wahgah_station_id,DALA WAHGAH,update_contact_kkn.district_sheikhupura,,,,
darbar_ghous_bala_pir_station_id,DARBAR GHOUS BALA PIR,update_contact_kkn.district_okara,,,,
darbar_kot_station_id,DARBAR KOT,update_contact_kkn.district_sheikhupura,,,,
depalpur_station_id,DEPALPUR,update_contact_kkn.district_okara,tier_2,,,
dharowali_station_id,DHAROWALI,update_contact_kkn.district_sheikhupura,,,,
farooqabad_station_id,FAROOQABAD,update_contact_kkn.district_sheikhupura,tier_3,,,
feroze_watnan_station_id,FEROZE WATNAN,update_contact_kkn.district_sheikhupura,,,,
ghang_station_id,GHANG,update_contact_kkn.district_sheikhupura,,,,
gharyal_kalan_station_id,GHARYAL KALAN,update_contact_kkn.district_sheikhupura,,,,
ghaziabad_station_id,GHAZIABAD,update_contact_kkn.district_sahiwal,,,,
gogera_station_id,GOGERA,update_contact_kkn.district_okara,,,,
gunjiana_nau_station_id,GUNJIANA NAU,update_contact_kkn.district_sheikhupura,,,,
hanjili_station_id,HANJILI,update_contact_kkn.district_sheikhupura,,,,
harappa_city_station_id,HARAPPA CITY,update_contact_kkn.district_sahiwal,,,,
hardave_station_id,HARDAVE,update_contact_kkn.district_sheikhupura,,,,
haripur_station_id,HARIPUR,update_contact_kkn.district_sheikhupura,,,,
haveli_lakkah_station_id,HAVELI LAKKAH,update_contact_kkn.district_okara,tier_3,,,
hota_station_id,HOTA,update_contact_kkn.district_pakpattan,,,,
hujra_s.muqeem_station_id,HUJRA S.MUQEEM,update_contact_kkn.district_okara,tier_3,,,
iqbal_nagar_station_id,IQBAL NAGAR,update_contact_kkn.district_sahiwal,,,,
islam_pura_station_id,ISLAM PURA,update_contact_kkn.district_okara,,,,
jaboka_station_id,JABOKA,update_contact_kkn.district_okara,,,,
jaid_chak_station_id,JAID CHAK,update_contact_kkn.district_sheikhupura,,,,
jandial_sher_khan_station_id,JANDIAL SHER KHAN,update_contact_kkn.district_sheikhupura,,,,
jhabran_station_id,JHABRAN,update_contact_kkn.district_sheikhupura,,,,
juman_shah_station_id,JUMAN SHAH,update_contact_kkn.district_pakpattan,,,,
kahan_singh_station_id,KAHAN SINGH,update_contact_kkn.district_pakpattan,,,,
kakar_gill_station_id,KAKAR GILL,update_contact_kkn.district_sheikhupura,,,,
kamir_station_id,KAMIR,update_contact_kkn.district_sahiwal,tier_3,,,
karkan_station_id,KARKAN,update_contact_kkn.district_sheikhupura,,,,
karyal_station_id,KARYAL,update_contact_kkn.district_sheikhupura,,,,
kassowal_station_id,KASSOWAL,update_contact_kkn.district_sahiwal,,,,
khairay_kalan_station_id,KHAIRAY KALAN,update_contact_kkn.district_sheikhupura,,,,
khanka_dogran_station_id,KHANKA DOGRAN,update_contact_kkn.district_sheikhupura,,,,
khokhar_pully_station_id,KHOKHAR PULLY,update_contact_kkn.district_okara,,,,
kirto_pindori_station_id,KIRTO PINDORI,update_contact_kkn.district_sheikhupura,,,,
kot_abdullah_station_id,KOT ABDULLAH,update_contact_kkn.district_sheikhupura,,,,
kot_hussain_station_id,KOT HUSSAIN,update_contact_kkn.district_sheikhupura,,,,
kot_pind_das_station_id,KOT PIND DAS,update_contact_kkn.district_sheikhupura,,,,
lalianwala_station_id,LALIANWALA,update_contact_kkn.district_okara,,,,
lasharian_station_id,LASHARIAN,update_contact_kkn.district_okara,,,,
malian_kalan_station_id,MALIAN KALAN,update_contact_kkn.district_sheikhupura,,,,
malka_hans_station_id,MALKA HANS,update_contact_kkn.district_pakpattan,,,,
mana_wala_station_id,MANA WALA,update_contact_kkn.district_sheikhupura,,,,
mancharian_station_id,MANCHARIAN,update_contact_kkn.district_okara,,,,
mandi_ahmadabad_station_id,MANDI AHMADABAD,update_contact_kkn.district_okara,,,,
mandi_dhaban_singh_station_id,MANDI DHABAN SINGH,update_contact_kkn.district_sheikhupura,,,,
mandi_faizabad_station_id,MANDI FAIZABAD,update_contact_kkn.district_sheikhupura,,,,
mangoo_taroo_station_id,MANGOO TAROO,update_contact_kkn.district_sheikhupura,,,,
mangtan_wala_station_id,MANGTAN WALA,update_contact_kkn.district_sheikhupura,,,,
marh_baluchan_station_id,MARH BALUCHAN,update_contact_kkn.district_sheikhupura,,,,
marrar-41_station_id,MARRAR-41,update_contact_kkn.district_sheikhupura,,,,
mehta_suja_station_id,MEHTA SUJA,update_contact_kkn.district_sheikhupura,,,,
mirza_virkan_station_id,MIRZA VIRKAN,update_contact_kkn.district_sheikhupura,,,,
mithan_bhittian_station_id,MITHAN BHITTIAN,update_contact_kkn.district_okara,,,,
momen_station_id,MOMEN,update_contact_kkn.district_sheikhupura,,,,
mopalkey_station_id,MOPALKEY,update_contact_kkn.district_okara,,,,
more_khunda_station_id,MORE KHUNDA,update_contact_kkn.district_sheikhupura,,,,
murad_pur_station_id,MURAD PUR,update_contact_kkn.district_sheikhupura,,,,
nankana_sahib_station_id,NANKANA SAHIB,update_contact_kkn.district_sheikhupura,,,,
narang_mandi_station_id,NARANG MANDI,update_contact_kkn.district_sheikhupura,,,,
nehran_wali_station_id,NEHRAN WALI,update_contact_kkn.district_okara,,,,
nikki_maneka_station_id,NIKKI MANEKA,update_contact_kkn.district_okara,,,,
nizam_pura_station_id,NIZAM PURA,update_contact_kkn.district_sheikhupura,,,,
noor_shah_station_id,NOOR SHAH,update_contact_kkn.district_sahiwal,,,,
noul_plot_station_id,NOUL PLOT,update_contact_kkn.district_okara,,,,
okan_wala_banglow_station_id,OKAN WALA BANGLOW,update_contact_kkn.district_sahiwal,,,,
district_okara_station_id,district_okara,update_contact_kkn.district_okara,tier_2,,,
pacca_sidhar_station_id,PACCA SIDHAR,update_contact_kkn.district_pakpattan,,,,
district_pakpattan_station_id,district_pakpattan,update_contact_kkn.district_pakpattan,tier_3,,,
panwan_station_id,PANWAN,update_contact_kkn.district_sheikhupura,,,,
pipli_pahar_station_id,PIPLI PAHAR,update_contact_kkn.district_okara,,,,
pir_ghani_station_id,PIR GHANI,update_contact_kkn.district_pakpattan,,,,
qabula_station_id,QABULA,update_contact_kkn.district_pakpattan,,,,
qadirabad_station_id,QADIRABAD,update_contact_kkn.district_okara,,,,
qila_sattar_shah_station_id,QILA SATTAR SHAH,update_contact_kkn.district_sheikhupura,,,,
qila_sheikhupura_station_id,QILA SHEIKHUPURA,update_contact_kkn.district_sheikhupura,,,,
rachand_station_id,RACHAND,update_contact_kkn.district_sheikhupura,,,,
rajowal_station_id,RAJOWAL,update_contact_kkn.district_okara,,,,
rasool_pur_jattan_station_id,RASOOL PUR JATTAN,update_contact_kkn.district_sheikhupura,,,,
renala_khurd_station_id,RENALA KHURD,update_contact_kkn.district_okara,,,,
rukan_pura_station_id,RUKAN PURA,update_contact_kkn.district_okara,,,,
sahiwal_station_id,SAHIWAL,update_contact_kkn.district_sahiwal,tier_3,,,
salowal_station_id,SALOWAL,update_contact_kkn.district_okara,,,,
sangla_hill_station_id,SANGLA HILL,update_contact_kkn.district_sheikhupura,tier_3,,,
shah_kot_station_id,SHAH KOT,update_contact_kkn.district_sheikhupura,tier_2,,,
sharaq_pur_station_id,SHARAQ PUR,update_contact_kkn.district_sheikhupura,tier_3,,,
sheikh_tayyab_station_id,SHEIKH TAYYAB,update_contact_kkn.district_sahiwal,,,,
sher_garh_station_id,SHER GARH,update_contact_kkn.district_okara,,,,
siddan_wali_station_id,SIDDAN WALI,update_contact_kkn.district_sheikhupura,,,,
sikandar_chowk_station_id,SIKANDAR CHOWK,update_contact_kkn.district_pakpattan,,,,
sirranwali_bhulair_station_id,SIRRANWALI BHULAIR,update_contact_kkn.district_sheikhupura,,,,
sukhpur_station_id,SUKHPUR,update_contact_kkn.district_okara,,,,
syed_wala_station_id,SYED WALA,update_contact_kkn.district_sheikhupura,,,,
tibbi_humboo_station_id,TIBBI HUMBOO,update_contact_kkn.district_sheikhupura,,,,
titran_wali_station_id,TITRAN WALI,update_contact_kkn.district_sheikhupura,,,,
vagrah_station_id,VAGRAH,update_contact_kkn.district_sheikhupura,,,,
wakeel_wala_station_id,WAKEEL WALA,update_contact_kkn.district_sheikhupura,,,,
wana_wala_station_id,WANA WALA,update_contact_kkn.district_okara,,,,
war_burton_station_id,WAR BURTON,update_contact_kkn.district_sheikhupura,,,,
yousafwala_station_id,YOUSAFWALA,update_contact_kkn.district_sahiwal,,,,
zamir_abad_station_id,ZAMIR ABAD,update_contact_kkn.district_okara,,,,
adda_chak_214_tda_station_id,ADDA CHAK 214 TDA,update_contact_kkn.district_bhakkar,,,,
adda_jehan_khan_station_id,ADDA JEHAN KHAN,update_contact_kkn.district_bhakkar,,,,
adda_pull_asif_station_id,ADDA PULL ASIF,update_contact_kkn.district_bhakkar,,,,
basti_bakhtawar_station_id,BASTI BAKHTAWAR,update_contact_kkn.district_bhakkar,,,,
basti_mai_roshan/tiba_niana_station_id,BASTI MAI ROSHAN/TIBA NIANA,update_contact_kkn.district_bhakkar,,,,
behal_station_id,BEHAL,update_contact_kkn.district_bhakkar,,,,
bhakkar_station_id,BHAKKAR,update_contact_kkn.district_bhakkar,,,,
chandni_chowk_station_id,CHANDNI CHOWK,update_contact_kkn.district_bhakkar,,,,
cheena_station_id,CHEENA,update_contact_kkn.district_bhakkar,,,,
darya_khan_station_id,DARYA KHAN,update_contact_kkn.district_bhakkar,,,,
dullawala_station_id,DULLAWALA,update_contact_kkn.district_bhakkar,,,,
haider_abad_thal_station_id,HAIDER ABAD THAL,update_contact_kkn.district_bhakkar,,,,
haitoo_station_id,HAITOO,update_contact_kkn.district_bhakkar,,,,
hassan_wala_station_id,HASSAN WALA,update_contact_kkn.district_bhakkar,,,,
kaloor_kot_station_id,KALOOR KOT,update_contact_kkn.district_bhakkar,,,,
kotla_jam_station_id,KOTLA JAM,update_contact_kkn.district_bhakkar,,,,
mankera_station_id,MANKERA,update_contact_kkn.district_bhakkar,,,,
jandanwala_station_id,JANDANWALA,update_contact_kkn.district_bhakkar,,,,
raitri_station_id,RAITRI,update_contact_kkn.district_bhakkar,,,,
saray_muhajir_station_id,SARAY MUHAJIR,update_contact_kkn.district_bhakkar,,,,
chak_35/jb_station_id,CHAK 35/JB,update_contact_kkn.district_faisalabad,,,,
chak_373_gb_(khaldi)_station_id,CHAK 373 GB (KHALDI),update_contact_kkn.district_faisalabad,,,,
chak_374_gb_(zte)_station_id,CHAK 374 GB (ZTE),update_contact_kkn.district_faisalabad,,,,
chak_380_gb_(larkian_wala)_station_id,CHAK 380 GB (LARKIAN WALA),update_contact_kkn.district_faisalabad,,,,
chak_401_gb_station_id,CHAK 401 GB,update_contact_kkn.district_faisalabad,,,,
chak_405_gb_(zte)_station_id,CHAK 405 GB (ZTE),update_contact_kkn.district_faisalabad,,,,
chak_43/jb_(peruana)_station_id,CHAK 43/JB (PERUANA),update_contact_kkn.district_faisalabad,,,,
chak_441_gb_(zte)_station_id,CHAK 441 GB (ZTE),update_contact_kkn.district_faisalabad,,,,
chak_447gb_(kake_wal)_station_id,CHAK 447GB (KAKE WAL),update_contact_kkn.district_faisalabad,,,,
chak_45_gb_(apl)_station_id,CHAK 45 GB (APL),update_contact_kkn.district_faisalabad,,,,
chak_479_gb_zte_station_id,CHAK 479 GB ZTE,update_contact_kkn.district_faisalabad,,,,
chak_483_gb_(zte)_station_id,CHAK 483 GB (ZTE),update_contact_kkn.district_faisalabad,,,,
chak_492_gb_station_id,CHAK 492 GB,update_contact_kkn.district_faisalabad,,,,
chak_51_gb/khushpur_station_id,CHAK 51 GB/KHUSHPUR,update_contact_kkn.district_faisalabad,,,,
chak_528_gb_(manpur)_station_id,CHAK 528 GB (MANPUR),update_contact_kkn.district_faisalabad,,,,
chak_53_jb_station_id,CHAK 53 JB,update_contact_kkn.district_faisalabad,,,,
chak_56_gb_station_id,CHAK 56 GB,update_contact_kkn.district_faisalabad,,,,
chak_56_rb_(sarhali)_station_id,CHAK 56 RB (SARHALI),update_contact_kkn.district_faisalabad,,,,
chak_566_gb_station_id,CHAK 566 GB,update_contact_kkn.district_faisalabad,,,,
chak_569_gb_(natha_wala)_station_id,CHAK 569 GB (NATHA WALA),update_contact_kkn.district_faisalabad,,,,
chak_583_gb_station_id,CHAK 583 GB,update_contact_kkn.district_faisalabad,,,,
chak_594_station_id,CHAK 594,update_contact_kkn.district_faisalabad,,,,
chak_607_gb_station_id,CHAK 607 GB,update_contact_kkn.district_faisalabad,,,,
chak_611_gb_(zte)_station_id,CHAK 611 GB (ZTE),update_contact_kkn.district_faisalabad,,,,
chak_625_gb_station_id,CHAK 625 GB,update_contact_kkn.district_faisalabad,,,,
chak_630_gb/jalib_dulchian_station_id,CHAK 630 GB/JALIB DULCHIAN,update_contact_kkn.district_faisalabad,,,,
chak_644_gb_station_id,CHAK 644 GB,update_contact_kkn.district_faisalabad,,,,
chak_72/gb_(gaddian)_station_id,CHAK 72/GB (GADDIAN),update_contact_kkn.district_faisalabad,,,,
chak_82/85_gb_(manpur)_station_id,CHAK 82/85 GB (MANPUR),update_contact_kkn.district_faisalabad,,,,
chak_91/92_rb_station_id,CHAK 91/92 RB,update_contact_kkn.district_faisalabad,,,,
chak_93_gb_station_id,CHAK 93 GB,update_contact_kkn.district_faisalabad,,,,
chak_jhumra_(e10b)_station_id,CHAK JHUMRA (E10B),update_contact_kkn.district_faisalabad,,,,
chak_jhumra_(zte)_station_id,CHAK JHUMRA (ZTE),update_contact_kkn.district_faisalabad,,,,
chakoo_more_station_id,CHAKOO MORE,update_contact_kkn.district_faisalabad,,,,
dalowal_station_id,DALOWAL,update_contact_kkn.district_faisalabad,,,,
dijkot_(chak_263_rb)_station_id,DIJKOT (CHAK 263 RB),update_contact_kkn.district_faisalabad,,,,
faisalabad_station_id,FAISALABAD,update_contact_kkn.district_faisalabad,tier_2,,,
garh_fateh_shah_station_id,GARH FATEH  SHAH,update_contact_kkn.district_faisalabad,,,,
gatt_wala__station_id,GATT WALA ,update_contact_kkn.district_faisalabad,,,,
gujjar_pind_(chak_217_gb)_station_id,GUJJAR PIND (CHAK 217 GB),update_contact_kkn.district_faisalabad,,,,
jalandhar_(chak_267_rb)_station_id,JALANDHAR (CHAK 267 RB),update_contact_kkn.district_faisalabad,,,,
jaranwala_station_id,JARANWALA,update_contact_kkn.district_faisalabad,tier_3,,,
jasuana_(chak_24_gb)_station_id,JASUANA (CHAK 24 GB),update_contact_kkn.district_faisalabad,,,,
jawadi_(chak_78_jb)_station_id,JAWADI (CHAK 78 JB),update_contact_kkn.district_faisalabad,,,,
jhamra_station_id,JHAMRA,update_contact_kkn.district_faisalabad,,,,
jhok_sami_(chak_363_gb)_station_id,JHOK SAMI (CHAK 363 GB),update_contact_kkn.district_faisalabad,,,,
jhoke_ditta_(chak_433_gb)_station_id,JHOKE DITTA (CHAK 433 GB),update_contact_kkn.district_faisalabad,,,,
johal_station_id,JOHAL,update_contact_kkn.district_faisalabad,,,,
kanian_banglow_(chak_166_gb)_station_id,KANIAN BANGLOW (CHAK 166 GB),update_contact_kkn.district_faisalabad,,,,
kanjwani_(chak_541_gb)_station_id,KANJWANI (CHAK 541 GB),update_contact_kkn.district_faisalabad,,,,
karim_town_fa_station_id,KARIM TOWN  FA,update_contact_kkn.district_faisalabad,,,,
khan_wana_(chak_239/rb)_station_id,KHAN WANA (CHAK 239/RB),update_contact_kkn.district_faisalabad,,,,
khidar_wala_(chak_203_gb)_station_id,KHIDAR WALA (CHAK 203 GB),update_contact_kkn.district_faisalabad,,,,
khurrian_wala_station_id,KHURRIAN WALA,update_contact_kkn.district_faisalabad,,,,
killian_wala_station_id,KILLIAN WALA,update_contact_kkn.district_faisalabad,,,,
makkuana_station_id,MAKKUANA,update_contact_kkn.district_faisalabad,,,,
malan_gondian_(chak_273_jb)_station_id,MALAN GONDIAN (CHAK 273 JB),update_contact_kkn.district_faisalabad,,,,
mamun_kanjan_station_id,MAMUN KANJAN,update_contact_kkn.district_faisalabad,,,,
millat_town_fa_station_id,MILLAT TOWN FA,update_contact_kkn.district_faisalabad,,,,
murid_wala_station_id,MURID WALA,update_contact_kkn.district_faisalabad,tier_3,,,
nara_dada_(chak_228_gb)_station_id,NARA DADA (CHAK 228 GB),update_contact_kkn.district_faisalabad,,,,
narwala_station_id,NARWALA,update_contact_kkn.district_faisalabad,,,,
nulka_adda/nalkewala_station_id,NULKA ADDA/NALKEWALA,update_contact_kkn.district_faisalabad,,,,
pansera_station_id,PANSERA,update_contact_kkn.district_faisalabad,,,,
pharang_(chak_126_rb)_station_id,PHARANG (CHAK 126 RB),update_contact_kkn.district_faisalabad,,,,
pindi_sheikh_musa_station_id,PINDI SHEIKH MUSA,update_contact_kkn.district_faisalabad,,,,
pull_piran_(chak_596_gb)_station_id,PULL PIRAN (CHAK 596 GB),update_contact_kkn.district_faisalabad,,,,
ramdawali_station_id,RAMDAWALI,update_contact_kkn.district_faisalabad,,,,
rasool_nagar_(chak_192)_station_id,RASOOL NAGAR (CHAK 192),update_contact_kkn.district_faisalabad,tier_3,,,
rehmay_shah_(chak_452_gb)_station_id,REHMAY SHAH (CHAK 452 GB),update_contact_kkn.district_faisalabad,,,,
rodala_road_(chak_283_gb)_station_id,RODALA ROAD (CHAK 283 GB),update_contact_kkn.district_faisalabad,,,,
sadhar_(67_jb)_station_id,SADHAR (67 JB),update_contact_kkn.district_faisalabad,,,,
said_wala_(chak_98_gb)_station_id,SAID WALA (CHAK 98 GB),update_contact_kkn.district_faisalabad,,,,
sammundri_(zte)_station_id,SAMMUNDRI  (ZTE),update_contact_kkn.district_faisalabad,,,,
sammundri-ii_station_id,SAMMUNDRI-II,update_contact_kkn.district_faisalabad,,,,
satiana_station_id,SATIANA,update_contact_kkn.district_faisalabad,,,,
shajwal_(chak_172_gb)_station_id,SHAJWAL (CHAK 172 GB),update_contact_kkn.district_faisalabad,,,,
tandlian_wali_station_id,TANDLIAN WALI,update_contact_kkn.district_faisalabad,,,,
thikri_wala_station_id,THIKRI WALA,update_contact_kkn.district_faisalabad,,,,
zafarwala_(chak_562_gb)_station_id,ZAFARWALA (CHAK 562 GB),update_contact_kkn.district_faisalabad,,,,
chak_35/jb_station_id,CHAK 35/JB,update_contact_kkn.district_faisalabad,,,,
chak_373_gb_(khaldi)_station_id,CHAK 373 GB (KHALDI),update_contact_kkn.district_faisalabad,,,,
chak_374_gb_(zte)_station_id,CHAK 374 GB (ZTE),update_contact_kkn.district_faisalabad,,,,
chak_380_gb_(larkian_wala)_station_id,CHAK 380 GB (LARKIAN WALA),update_contact_kkn.district_faisalabad,,,,
chak_401_gb_station_id,CHAK 401 GB,update_contact_kkn.district_faisalabad,,,,
chak_405_gb_(zte)_station_id,CHAK 405 GB (ZTE),update_contact_kkn.district_faisalabad,,,,
chak_43/jb_(peruana)_station_id,CHAK 43/JB (PERUANA),update_contact_kkn.district_faisalabad,,,,
chak_441_gb_(zte)_station_id,CHAK 441 GB (ZTE),update_contact_kkn.district_faisalabad,,,,
chak_447gb_(kake_wal)_station_id,CHAK 447GB (KAKE WAL),update_contact_kkn.district_faisalabad,,,,
chak_45_gb_(apl)_station_id,CHAK 45 GB (APL),update_contact_kkn.district_faisalabad,,,,
chak_479_gb_zte_station_id,CHAK 479 GB ZTE,update_contact_kkn.district_faisalabad,,,,
chak_483_gb_(zte)_station_id,CHAK 483 GB (ZTE),update_contact_kkn.district_faisalabad,,,,
chak_492_gb_station_id,CHAK 492 GB,update_contact_kkn.district_faisalabad,,,,
chak_51_gb/khushpur_station_id,CHAK 51 GB/KHUSHPUR,update_contact_kkn.district_faisalabad,,,,
chak_528_gb_(manpur)_station_id,CHAK 528 GB (MANPUR),update_contact_kkn.district_faisalabad,,,,
chak_53_jb_station_id,CHAK 53 JB,update_contact_kkn.district_faisalabad,,,,
chak_56_gb_station_id,CHAK 56 GB,update_contact_kkn.district_faisalabad,,,,
